Feature_1,Feature_2,Feature_3,Feature_4,Target
-2.50919762305275,-4.6594345966115736,0.1920491164900316,-2.72384873531138,24.368465220780905
9.014286128198322,7.57259972710316,-0.3091164642025014,8.668075638261394,55.1082356893791
4.639878836228101,5.948520432138562,0.1335409047822823,3.9367201043921844,3.646965088390427
1.973169683940732,3.1690366931685094,-0.1524698363805439,1.9316168976263846,2.9558990581384084
-6.87962719115127,7.011634581884838,0.7081086766885905,-7.631987378166771,0.9755008647828589
-6.880109593275947,7.345884019196049,0.9567023167945841,-6.5000816114311455,9.993713229958207
-8.83832775663601,4.167259534300696,-0.7859894605079495,-8.797107880168758,-50.388091098370836
7.323522915498703,6.740266567273441,-1.331232953557778,6.594747165766238,35.21165108519375
2.0223002348641756,3.949429233385672,-1.8362053731032966,1.867695696339244,-14.269183343048525
4.161451555920909,3.6028154352060078,0.5079913269125437,3.7853733531256175,-3.8860259539827897
-9.588310114083951,2.372227564303685,-1.1033666061738736,-9.42872285887436,-6.5266656682276825
9.398197043239886,5.054332791152824,-2.152890592952483,10.068422266251458,-2.0599021160933297
6.648852816008436,-6.827897894138526,0.3885786045309641,5.711266581185564,0.8478835187016003
-5.753217786434477,7.617415183978569,2.4929995174327906,-5.695704746860768,17.2570405006777
-6.363500655857988,7.43687055490464,-0.006070911539893324,-6.443567053641308,8.330286526534803
-6.331909802931324,-9.415054339308817,0.8384907744516419,-5.9962397647060905,-17.320228600290065
-3.9151551408092455,6.516335011295254,0.08182935854756501,-3.808556826690401,-2.8461059923054624
0.49512863264475726,-7.422602650531096,-0.09888965319114267,0.11914396677534772,-25.919918061262113
-1.3610996271576852,-3.297622914817162,0.9190764829877686,-1.5206265949909943,0.3590578036760661
-4.175417196039161,4.870165125832155,-0.29027454418865134,-4.573430124440906,-38.82021739809486
2.23705789444759,-6.784802079033836,0.26739231407190295,2.775061463746889,-10.96790898788308
-7.210122786959163,6.359340482381242,0.3216978061960136,-7.199466962623192,-16.027618392948803
-4.157107029295637,6.64268355915484,-0.6680904536430488,-3.206511686419133,0.4019618272678258
-2.672763134126166,0.14935467521672408,0.9920423495365228,-2.703093541033476,-1.1890294795980205
-0.8786003156592805,-9.872282565663328,-0.17495975669540864,-1.232803699114512,12.208245293638464
5.703519227860273,-4.259237336501744,-0.7557451594928447,4.946662031553859,38.98166717058888
-6.006524356832806,2.3385383675148432,0.5365098435704035,-6.908094194960778,3.499881262673803
0.28468876827223255,9.62372356054847,-0.8984679817910373,-0.5073792032305123,-2.661999579544736
1.8482913772408498,2.636270540333367,0.028181157369128247,1.9818547027465916,19.80803608265506
-9.070991745600045,-4.803928378716805,-0.009118996644203544,-8.816629233985077,5.6999433858877495
